Rent,Address,Area,Bed,Bath,School,Crime,Commute,Shop_eat,Description,Feature,URL
"$2,600/mo",28 Orleans St #3,"East Boston, Boston, MA",3 Beds,1 Bath,Schools4 Elementary Schools3 Middle Schools1 High School,CrimeLow crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat551 Restaurants67 Groceries215 Nightlife,"28 Orleans St #3,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 28 Orleans St #3 is located inEast Boston, Boston. 28 Orleans St #3 was listed for rent for $2,600/month on Jan 12, 2020.","Details for 28 Orleans St #3Multi FamilyNo pets allowedRent Includes: Sewage, GarbageDeposit: $2,600No Air ConditioningHeating fuel: noneParking Type: noneMicrowaveRefrigeratorFloors: TileHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/28-orleans-st-3-boston-ma-02128--2171575120
"$2,525/mo",280 Maverick St #1,"East Boston, Boston, MA",3 Beds,1 Bath,Schools4 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat306 Restaurants39 Groceries119 Nightlife,"280 Maverick St #1,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 280 Maverick St #1 is located inEast Boston, Boston. 280 Maverick St #1 was listed for rent for $2,525/month on Jun 20, 2020. This property is pet friendly.","Details for 280 Maverick St #1Multi FamilyCats, small dogs, large dogs allowed5 Days on TruliaRent Includes: Electricity, Sewage, GarbageDeposit: $2,525Heating fuel: noneLaundry: SharedStreet ParkingNo Air ConditioningLaundry: In UnitDishwasherDisposalDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/280-maverick-st-1-boston-ma-02128--2171568904
"$2,525/mo",280 Maverick St #1,"East Boston, Boston, MA",3 Beds,1 Bath,Schools4 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat306 Restaurants39 Groceries119 Nightlife,"280 Maverick St #1,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 280 Maverick St #1 is located inEast Boston, Boston. 280 Maverick St #1 was listed for rent for $2,525/month on Jun 20, 2020. This property is pet friendly.","Details for 280 Maverick St #1Multi FamilyCats, small dogs, large dogs allowed5 Days on TruliaRent Includes: Electricity, Sewage, GarbageDeposit: $2,525Heating fuel: noneLaundry: SharedStreet ParkingNo Air ConditioningLaundry: In UnitDishwasherDisposalDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/280-maverick-st-1-boston-ma-02128--2171568904
"$2,600/mo",28 Orleans St #3,"East Boston, Boston, MA",3 Beds,1 Bath,Schools4 Elementary Schools3 Middle Schools1 High School,CrimeLow crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat551 Restaurants67 Groceries215 Nightlife,"28 Orleans St #3,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 28 Orleans St #3 is located inEast Boston, Boston. 28 Orleans St #3 was listed for rent for $2,600/month on Jan 12, 2020.","Details for 28 Orleans St #3Multi FamilyNo pets allowedRent Includes: Sewage, GarbageDeposit: $2,600No Air ConditioningHeating fuel: noneParking Type: noneMicrowaveRefrigeratorFloors: TileHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/28-orleans-st-3-boston-ma-02128--2171575120
"$2,600/mo",299 Lexington St #1,"East Boston, Boston, MA",3 Beds,1 Bath,Schools2 Elementary Schools2 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat214 Restaurants38 Groceries57 Nightlife,"299 Lexington St #1,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 299 Lexington St #1 is located inEast Boston, Boston. 299 Lexington St #1 was listed for rent for $2,500/month on May 8, 2020.","Details for 299 Lexington St #1Multi Family48 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,500Laundry: In UnitStreet ParkingHeating fuel: noneNo Air ConditioningLaundry: SharedDishwasherDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/299-lexington-st-1-boston-ma-02128--2171568679
"$2,575/mo",114 Everett St #1,"East Boston, Boston, MA",3 Beds,1 Bath,Schools4 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat421 Restaurants62 Groceries164 Nightlife,"114 Everett St #1,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 114 Everett St #1 is located inEast Boston, Boston. 114 Everett St #1 was listed for rent for $2,575/month on Jun 3, 2020.","Details for 114 Everett St #1Multi Family22 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,575Parking Type: noneHeating fuel: noneNo Air ConditioningDishwasherMicrowaveRefrigeratorFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/114-everett-st-1-boston-ma-02128--2171807711
"$2,600/mo",145 Cottage St #3,"East Boston, Boston, MA",3 Beds,1 Bath,Schools5 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat284 Restaurants36 Groceries104 Nightlife,"145 Cottage St #3,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 145 Cottage St #3 is located inEast Boston, Boston. 145 Cottage St #3 was listed for rent for $2,600/month on May 8, 2020. This property is pet friendly.","Details for 145 Cottage St #3Multi FamilyCats allowed48 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,600Laundry: In UnitParking Type: noneNo Air ConditioningHeating fuel: noneLaundry: SharedDryerWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/145-cottage-st-3-boston-ma-02128--2295906249
"$2,550/mo",219 Maverick St #2,"East Boston, Boston, MA",3 Beds,1 Bath,Schools4 Elementary Schools3 Middle Schools1 High School,CrimeLow crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat446 Restaurants62 Groceries179 Nightlife,"219 Maverick St #2,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 219 Maverick St #2 is located inEast Boston, Boston. 219 Maverick St #2 was listed for rent for $2,400/month on May 8, 2020.","Details for 219 Maverick St #2Multi Family48 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,400Heating fuel: noneParking Type: noneNo Air ConditioningFloors: HardwoodHeating Fuel: None",https://www.trulia.com/p/ma/boston/219-maverick-st-2-boston-ma-02128--2176728870
"$2,575/mo",114 Everett St #1,"East Boston, Boston, MA",3 Beds,1 Bath,Schools4 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat421 Restaurants62 Groceries164 Nightlife,"114 Everett St #1,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 114 Everett St #1 is located inEast Boston, Boston. 114 Everett St #1 was listed for rent for $2,575/month on Jun 3, 2020.","Details for 114 Everett St #1Multi Family22 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,575Parking Type: noneHeating fuel: noneNo Air ConditioningDishwasherMicrowaveRefrigeratorFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/114-everett-st-1-boston-ma-02128--2171807711
"$2,600/mo",145 Cottage St #3,"East Boston, Boston, MA",3 Beds,1 Bath,Schools5 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat284 Restaurants36 Groceries104 Nightlife,"145 Cottage St #3,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 145 Cottage St #3 is located inEast Boston, Boston. 145 Cottage St #3 was listed for rent for $2,600/month on May 8, 2020. This property is pet friendly.","Details for 145 Cottage St #3Multi FamilyCats allowed48 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,600Laundry: In UnitParking Type: noneNo Air ConditioningHeating fuel: noneLaundry: SharedDryerWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/145-cottage-st-3-boston-ma-02128--2295906249
"$2,600/mo",145 Cottage St #2,"East Boston, Boston, MA",3 Beds,1 Bath,Schools5 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat284 Restaurants36 Groceries104 Nightlife,"145 Cottage St #2,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 145 Cottage St #2 is located inEast Boston, Boston. 145 Cottage St #2 was listed for rent for $2,600/month on Apr 15, 2020.","Details for 145 Cottage St #2Multi FamilyRent Includes: Sewage, GarbageDeposit: $2,600Laundry: In UnitHeating fuel: noneLaundry: SharedParking Type: noneNo Air ConditioningDryerRefrigeratorWasherHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/145-cottage-st-2-boston-ma-02128--2178153503
"$1,475/mo",144 Chelsea St #2F,"East Boston, Boston, MA",1 Bed,1 Bath,Schools7 Elementary Schools4 Middle Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat254 Restaurants38 Groceries78 Nightlife,"144 Chelsea St #2F,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 144 Chelsea St #2F is located inEast Boston, Boston. 144 Chelsea St #2F was listed for rent for $1,475/month on May 5, 2020.","Details for 144 Chelsea St #2FMulti Family51 Days on TruliaRent Includes: Sewage, GarbageDeposit: $1,475Parking Type: noneNo Air ConditioningHeating fuel: noneHeating Fuel: None",https://www.trulia.com/p/ma/boston/144-chelsea-st-2f-boston-ma-02128--2445375498
"$2,800/mo",809 Saratoga St #2,"East Boston, Boston, MA",4 Beds,1 Bath,Schools2 Elementary Schools2 Middle Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat93 Restaurants14 Groceries17 Nightlife,"809 Saratoga St #2,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 809 Saratoga St #2 is located inEast Boston, Boston. 809 Saratoga St #2 was listed for rent for $2,800/month on Jun 15, 2020.","Details for 809 Saratoga St #2Multi Family10 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,800No Air ConditioningHeating fuel: noneParking Type: noneHeating Fuel: None",https://www.trulia.com/p/ma/boston/809-saratoga-st-2-boston-ma-02128--2172407794
"$2,800/mo",809 Saratoga St #2,"East Boston, Boston, MA",4 Beds,1 Bath,Schools2 Elementary Schools2 Middle Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat93 Restaurants14 Groceries17 Nightlife,"809 Saratoga St #2,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 809 Saratoga St #2 is located inEast Boston, Boston. 809 Saratoga St #2 was listed for rent for $2,800/month on Jun 15, 2020.","Details for 809 Saratoga St #2Multi Family10 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,800No Air ConditioningHeating fuel: noneParking Type: noneHeating Fuel: None",https://www.trulia.com/p/ma/boston/809-saratoga-st-2-boston-ma-02128--2172407794
"$2,750/mo",114 Everett St #3,"East Boston, Boston, MA",4 Beds,1 Bath,Schools4 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat421 Restaurants62 Groceries164 Nightlife,"114 Everett St #3,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 114 Everett St #3 is located inEast Boston, Boston. 114 Everett St #3 was listed for rent for $2,750/month on Jun 3, 2020.","Details for 114 Everett St #3Multi Family22 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,750Parking Type: noneHeating fuel: noneNo Air ConditioningDishwasherMicrowaveRefrigeratorFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/114-everett-st-3-boston-ma-02128--2171807715
"$2,750/mo",114 Everett St #3,"East Boston, Boston, MA",4 Beds,1 Bath,Schools4 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat421 Restaurants62 Groceries164 Nightlife,"114 Everett St #3,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 114 Everett St #3 is located inEast Boston, Boston. 114 Everett St #3 was listed for rent for $2,750/month on Jun 3, 2020.","Details for 114 Everett St #3Multi Family22 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,750Parking Type: noneHeating fuel: noneNo Air ConditioningDishwasherMicrowaveRefrigeratorFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/114-everett-st-3-boston-ma-02128--2171807715
"$2,800/mo",451 Meridian St #1,"East Boston, Boston, MA",4 Beds,1 Bath,Schools4 Elementary Schools2 Middle Schools2 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat164 Restaurants45 Groceries32 Nightlife,"451 Meridian St #1,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 451 Meridian St #1 is located inEast Boston, Boston. 451 Meridian St #1 was listed for rent for $2,800/month on Feb 25, 2020.","Details for 451 Meridian St #1Multi FamilyRent Includes: Sewage, GarbageDeposit: $2,800No Air ConditioningParking Type: noneHeating fuel: noneHeating Fuel: None",https://www.trulia.com/p/ma/boston/451-meridian-st-1-boston-ma-02128--2176728858
"$2,200/mo",367 Maverick St #1,"East Boston, Boston, MA",2 Beds,1 Bath,Schools3 Elementary Schools2 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat225 Restaurants33 Groceries77 Nightlife,"367 Maverick St #1,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 367 Maverick St #1 is located inEast Boston, Boston. 367 Maverick St #1 was listed for rent for $2,200/month on Feb 11, 2020.","Details for 367 Maverick St #1Multi FamilyRent Includes: Sewage, GarbageDeposit: $2,200Laundry: In UnitStreet ParkingNo Air ConditioningHeating fuel: noneLaundry: SharedDisposalDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/367-maverick-st-1-boston-ma-02128--2171577088
"$3,200/mo",143 Cottage St #3,"East Boston, Boston, MA",4 Beds,1 Bath,Schools5 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat284 Restaurants36 Groceries104 Nightlife,"143 Cottage St #3,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 143 Cottage St #3 is located inEast Boston, Boston. 143 Cottage St #3 was listed for rent for $3,200/month on Feb 2, 2020. This property is pet friendly.","Details for 143 Cottage St #3Multi FamilyCats allowedRent Includes: Sewage, GarbageDeposit: $3,200Heating fuel: noneLaundry: In UnitNo Air ConditioningStreet ParkingDishwasherDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: Electric ElectricSee All",https://www.trulia.com/p/ma/boston/143-cottage-st-3-boston-ma-02128--2171808414
"$3,200/mo",746 Bennington St #2,"East Boston, Boston, MA",4 Beds,1 Bath,Schools4 Elementary Schools2 Middle Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat65 Restaurants7 Groceries11 Nightlife,"746 Bennington St #2,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 746 Bennington St #2 is located inEast Boston, Boston. 746 Bennington St #2 was listed for rent for $3,200/month on Jan 22, 2020.","Details for 746 Bennington St #2Multi FamilyRent Includes: Sewage, GarbageDeposit: $3,200Street ParkingHeating fuel: noneLaundry: SharedNo Air ConditioningLaundry: In UnitDryerWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/746-bennington-st-2-boston-ma-02128--2174005408
"$3,200/mo",204 Falcon St #2,"East Boston, Boston, MA",4 Beds,1 Bath,Schools2 Elementary Schools2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat167 Restaurants38 Groceries34 Nightlife,"204 Falcon St #2,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 204 Falcon St #2 is located inEast Boston, Boston. 204 Falcon St #2 was listed for rent for $3,300/month on Mar 18, 2020.","Details for 204 Falcon St #2Multi FamilyRent Includes: Sewage, GarbageDeposit: $3,300Heating fuel: noneStreet ParkingNo Air ConditioningDishwasherRefrigeratorHeating Fuel: None",https://www.trulia.com/p/ma/boston/204-falcon-st-2-boston-ma-02128--2316172057
"$3,200/mo",101 Falcon St #2,"East Boston, Boston, MA",4 Beds,1 Bath,Schools5 Elementary Schools2 Middle Schools2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat163 Restaurants38 Groceries32 Nightlife,"101 Falcon St #2,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 101 Falcon St #2 is located inEast Boston, Boston. 101 Falcon St #2 was listed for rent for $3,200/month on Apr 2, 2020.","Details for 101 Falcon St #2Multi FamilyRent Includes: Sewage, GarbageDeposit: $3,200Laundry: In UnitParking Type: noneNo Air ConditioningLaundry: SharedHeating fuel: noneDishwasherDisposalDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/101-falcon-st-2-boston-ma-02128--2171808397
